0,750100,2
1,749722,2
2,750128,2
3,750389,2
4,751123,2
5,749888,2
6,752767,2
7,766232,2
8,776687,2
9,783332,2
10,784177,2
11,792926,2
12,793365,2
13,803121,2
14,805030,2
15,805293,2
16,807585,2
17,807925,2
18,810831,2
19,809833,2
20,809189,2
21,808387,2
22,811374,2
23,811824,2
24,807718,2
25,809357,2
26,809667,2
27,814558,2
28,814503,2
29,820463,2
30,820461,2
31,820066,2
32,823613,2
33,820876,2
34,823218,2
35,818459,2
36,811679,2
37,811595,2
38,808619,2
39,804770,2
40,800070,2
41,795076,2
42,794455,2
43,790522,2
44,789398,2
45,787330,2
46,784034,2
47,783589,2
48,781314,2
49,780782,2
50,780055,2
51,781016,2
52,782752,2
53,781985,2
54,781063,2
55,781741,2
56,781870,2
57,781200,2
58,781101,2
59,780602,2
60,778860,2
61,779061,2
62,783314,2
63,782831,2
64,780588,2
65,780222,2
66,778217,2
67,776466,2
68,775509,2
69,774994,2
70,777136,2
71,776954,2
72,775334,2
73,773802,2
74,774061,2
75,775000,2
76,777796,2
77,774453,2
78,773006,2
79,774131,2
80,772274,2
81,771206,2
82,772689,2
83,776542,2
84,778545,2
85,783215,2
86,781113,2
87,776252,2
88,782148,2
89,782071,2
90,785047,2
91,785523,2
92,802014,2
93,821961,2
94,844024,2
95,852230,2
96,857032,2
97,864553,2
98,867397,2
99,882894,2
100,881707,2
101,875266,2
102,875582,2
103,871874,2
104,880192,2
105,875129,2
106,877984,2
107,883642,2
108,879265,2
109,874405,2
110,865057,2
111,857929,2
112,855202,2
113,852660,2
114,842760,2
115,839090,2
116,832465,2
117,825992,2
118,826296,2
119,826799,2
120,820502,2
121,818439,2
122,828947,2
123,829094,2
124,833638,2
125,832443,2
126,821898,2
127,818083,2
128,811556,2
129,809434,2
130,811174,2
131,811572,2
132,814365,2
133,813057,2
134,818196,2
135,814863,2
136,807516,2
137,805860,2
138,802845,2
139,803528,2
140,799827,2
141,794968,2
142,790034,2
143,787532,2
144,779957,2
145,777765,2
146,780527,2
147,787307,2
148,800768,2
149,805103,2
150,811598,2
151,810339,2
152,805863,2
153,804920,2
154,801475,2
155,798487,2
156,797714,2
157,795409,2
158,793225,2
159,793366,2
160,792003,2
161,786907,2
162,782349,2
163,777492,2
164,776328,2
165,777380,2
166,776411,2
167,774111,2
168,768881,2
169,761648,2
170,760020,2
171,760354,2
172,762783,2
173,763549,2
174,761388,2
175,771349,2
176,770443,2
177,776539,2
178,775522,2
179,774366,2
180,773534,2
181,774156,2
182,772039,2
183,768712,2
184,766948,2
185,756432,2
186,748698,2
187,747204,2
188,737403,2
189,732803,2
190,731104,2
191,731396,2
192,731914,2
193,733049,2
194,732566,2
195,732425,2
196,732215,2
197,732414,2
198,731698,2
199,730913,2
200,731535,2
201,731147,2
202,731275,2
203,732103,2
204,734327,2
205,749258,2
206,754171,2
207,754857,2
208,756277,2
209,753491,2
210,755879,2
211,754552,2
212,761362,2
213,760995,2
214,763006,2
215,763126,2
216,770717,2
217,779080,2
218,786050,2
219,794205,2
220,800158,2
221,805892,2
222,800948,2
223,803531,2
224,802934,2
225,803824,2
226,807328,2
227,808494,2
228,787561,2
229,774369,2
230,771497,2
231,785319,2
232,785666,2
233,801924,2
234,812043,2
235,814272,2
236,816198,2
237,815144,2
238,811841,2
239,811517,2
240,815334,2
241,822106,2
242,830189,2
243,838872,2
244,847908,2
245,849584,2
246,846786,2
247,850198,2
248,845178,2
249,844055,2
